case,run_id,turn,character,prob_correct,brier
case3,run_20260116_151430,6,holmes,0.07685592770576477,0.8521950244903564
case3,run_20260116_151430,7,holmes,0.0027203813660889864,0.9945666790008545
case3,run_20260116_151430,1,marple,0.9945374131202698,2.9839855415048078e-05
case3,run_20260116_151430,2,marple,0.0017151300562545657,0.9965726733207703
case3,run_20260116_151430,3,marple,0.0029711108654737473,0.994066596031189
case3,run_20260116_151430,4,marple,0.001976629951968789,0.9960507154464722
case3,run_20260116_151430,5,marple,0.08126621693372726,0.8440717458724976
case3,run_20260116_151430,6,marple,0.05959804728627205,0.8843558430671692
case3,run_20260116_151430,7,marple,0.031001703813672066,0.9389577507972717
case3,run_20260116_151430,1,poirot,0.0028413357213139534,0.9943253397941589
case3,run_20260116_151430,2,poirot,0.00813337042927742,0.9837994575500488
